,id,cooperation
0,14571-14598,0.0
0,14571-14628,0.0
0,14571-122419,0.0
0,147-3861,0.0
0,2978-3861,0.0
0,3374-3861,0.0
0,3861-14620,0.0
0,3861-14628,0.0
0,14571-14620,0.0
0,14571-111942,0.0
0,147-2604,0.0
0,2604-2978,0.0
0,2604-3374,0.0
0,2604-14571,0.0
0,2604-14598,0.0
0,2604-14628,0.0
0,2604-111942,0.0
0,2604-14620,0.0
0,2604-122419,0.0
0,2506-2604,0.0
0,147-110014,0.0
0,2978-110014,0.0
0,3374-110014,0.0
0,14620-110014,0.0
0,14628-110014,0.0
0,110014-111942,0.0
0,147-14579,0.0
0,2506-14579,0.0
0,2506-110014,0.0
0,2978-14579,0.0
0,3374-14579,0.0
0,14579-14598,0.0
0,14579-14620,0.0
0,14579-110014,0.0
0,14579-111942,0.0
0,14598-110014,0.0
0,110014-122419,0.0
0,147-122427,0.0
0,110014-122427,0.0
0,111942-122427,0.0
0,122419-122427,0.0
0,14571-110014,0.0
0,3861-14598,0.0
0,3861-111942,0.0
0,2604-3861,0.0
0,150-185807,0.0
0,150-126866,0.0
0,150-140205,0.0
0,126866-140205,0.0
0,150-191,0.0
0,150-125088,0.0
0,191-125088,0.0
0,191-140205,0.0
0,125088-140205,0.0
0,150-127469,0.0
0,150-33929,0.0
0,33929-126866,0.0
0,154-165,0.0
0,154-93354,0.0
0,165-93354,0.0
0,154-4594,0.0
0,154-26566,0.0
0,154-69472,0.0
0,154-93594,0.0
0,165-4594,0.0
0,165-26566,0.0
0,165-69472,0.0
0,165-93594,0.0
0,4594-26566,0.0
0,4594-69472,0.0
0,4594-93594,0.0
0,26566-69472,0.0
0,26566-93594,0.0
0,69472-93594,0.0
0,154-74407,0.0
0,26566-74407,0.0
0,69472-74407,0.0
0,154-93340,0.0
0,165-74407,0.0
0,165-93340,0.0
0,74407-93340,0.0
0,154-93437,0.0
0,165-93437,0.0
0,74407-93437,0.0
0,93340-93437,2.0
0,52098-69465,27.0
0,375-60037,0.0
0,375-93262,0.0
0,375-142972,0.0
0,60037-93262,0.0
0,60037-142972,0.0
0,93262-142972,0.0
0,519-532,5.0
0,769-94136,3.0
0,769-94166,21.0
0,769-94163,7.0
0,769-94235,13.0
0,94163-94235,9.0
0,982-86183,47.0
0,982-3741,0.0
0,982-62984,61.0
0,1046-10547,2.0
0,1046-25159,0.0
0,1046-69337,2.0
0,10547-25159,0.0
0,10547-69337,43.0
0,25159-69337,0.0
0,1046-105457,2.0
0,25159-105457,0.0
0,69337-105457,33.0
0,1788-93293,1.0
0,1788-65529,14.0
0,65529-93293,7.0
0,1788-69425,5.0
0,69425-93293,4.0
0,1788-94992,8.0
0,93293-94992,0.0
0,65529-69425,8.0
0,1821-62961,24.0
0,2155-110554,1.0
0,2155-111712,0.0
0,110554-111712,0.0
0,2420-149737,0.0
0,2622-33389,0.0
0,2622-70971,1.0
0,2622-71445,0.0
0,2622-74644,0.0
0,2622-76127,0.0
0,2622-76245,1.0
0,2622-108163,0.0
0,33389-70971,6.0
0,33389-71445,3.0
0,33389-74644,6.0
0,33389-76127,0.0
0,33389-76245,3.0
0,33389-108163,0.0
0,70971-71445,11.0
0,70971-74644,12.0
0,70971-76127,0.0
0,70971-76245,12.0
0,70971-108163,11.0
0,71445-74644,3.0
0,71445-76127,0.0
0,71445-76245,2.0
0,71445-108163,3.0
0,74644-76127,0.0
0,74644-76245,4.0
0,74644-108163,3.0
0,76127-76245,0.0
0,76127-108163,0.0
0,76245-108163,1.0
0,2622-76213,0.0
0,74644-76213,1.0
0,76127-76213,0.0
0,76213-76245,1.0
0,76213-108163,0.0
0,2622-71054,0.0
0,33389-71054,1.0
0,33389-76213,1.0
0,70971-71054,2.0
0,70971-76213,1.0
0,71054-74644,0.0
0,71054-76213,0.0
0,71054-108163,0.0
0,2622-71296,0.0
0,71296-71445,0.0
0,71296-74644,0.0
0,71296-76213,0.0
0,71296-108163,0.0
0,71445-76213,3.0
0,2622-71726,0.0
0,70971-71296,0.0
0,70971-71726,13.0
0,71296-71726,0.0
0,71296-76245,0.0
0,71726-74644,6.0
0,71726-76213,0.0
0,71726-76245,3.0
0,33389-71296,0.0
0,33389-71726,1.0
0,71726-108163,8.0
0,71054-71445,3.0
0,2622-79068,0.0
0,70971-79068,1.0
0,74644-79068,0.0
0,76213-79068,0.0
0,76245-79068,0.0
0,79068-108163,0.0
0,71054-71296,0.0
0,71054-76245,0.0
0,2622-71293,0.0
0,70971-71293,1.0
0,71054-71293,0.0
0,71293-74644,1.0
0,71293-76245,0.0
0,71726-79068,0.0
0,71445-71726,4.0
0,3482-94378,0.0
0,3482-94372,0.0
0,3482-94403,0.0
0,3482-94431,0.0
0,3482-98425,0.0
0,3482-143180,0.0
0,94372-94403,6.0
0,94372-94431,3.0
0,94372-98425,2.0
0,94372-143180,0.0
0,94403-94431,3.0
0,94403-98425,0.0
0,94403-143180,0.0
0,94431-98425,0.0
0,94431-143180,0.0
0,98425-143180,0.0
0,3482-94358,0.0
0,3482-111675,0.0
0,94358-94431,1.0
0,94358-98425,1.0
0,94358-111675,0.0
0,94358-143180,0.0
0,94431-111675,0.0
0,98425-111675,0.0
0,111675-143180,0.0
0,94358-94372,9.0
0,94358-94403,7.0
0,94372-94378,7.0
0,94378-94431,1.0
0,4272-7673,27.0
0,4272-37499,23.0
0,4272-69689,25.0
0,4272-70261,24.0
0,4272-135111,0.0
0,7673-37499,14.0
0,7673-69689,1.0
0,7673-70261,25.0
0,7673-135111,0.0
0,37499-69689,5.0
0,37499-70261,17.0
0,37499-135111,0.0
0,69689-70261,0.0
0,69689-135111,0.0
0,70261-135111,0.0
0,4272-25454,32.0
0,4272-69739,2.0
0,7673-25454,19.0
0,7673-69739,1.0
0,25454-37499,15.0
0,25454-69689,14.0
0,25454-69739,1.0
0,25454-70261,21.0
0,25454-135111,0.0
0,37499-69739,1.0
0,69689-69739,1.0
0,69739-70261,1.0
0,69739-135111,0.0
0,4272-21029,6.0
0,21029-37499,2.0
0,21029-69739,0.0
0,21029-70261,2.0
0,21029-69689,6.0
0,21029-25454,2.0
0,4272-13519,1.0
0,13519-37499,0.0
0,13519-69689,1.0
0,13519-70261,0.0
0,13519-135111,0.0
0,4594-93437,0.0
0,26566-93437,0.0
0,7024-70247,1.0
0,7024-71540,2.0
0,7024-103161,10.0
0,70247-71540,1.0
0,70247-103161,0.0
0,71540-103161,0.0
0,7024-37751,1.0
0,37751-71540,3.0
0,7306-95814,0.0
0,7306-107228,1.0
0,7306-122649,0.0
0,7306-130881,0.0
0,7306-131021,0.0
0,7306-144280,0.0
0,95814-107228,0.0
0,95814-122649,0.0
0,95814-130881,0.0
0,95814-131021,0.0
0,95814-144280,0.0
0,107228-122649,0.0
0,107228-130881,0.0
0,107228-131021,0.0
0,107228-144280,0.0
0,122649-130881,0.0
0,122649-131021,0.0
0,122649-144280,0.0
0,130881-131021,0.0
0,130881-144280,0.0
0,131021-144280,0.0
0,7306-133890,0.0
0,107228-133890,0.0
0,122649-133890,0.0
0,130881-133890,0.0
0,131021-133890,0.0
0,133890-144280,0.0
0,7306-75367,0.0
0,75367-107228,0.0
0,75367-122649,0.0
0,75367-130881,0.0
0,75367-144280,0.0
0,7430-15567,1.0
0,7430-69458,0.0
0,15567-69458,0.0
0,7430-69603,0.0
0,15567-69603,0.0
0,69458-69603,0.0
0,7430-160323,0.0
0,15567-160323,0.0
0,69458-160323,0.0
0,69603-160323,0.0
0,8350-122000,0.0
0,8350-122015,0.0
0,8350-122022,0.0
0,8350-122073,0.0
0,8350-122076,0.0
0,8350-122097,0.0
0,8350-138180,0.0
0,122000-122015,0.0
0,122000-122022,0.0
0,122000-122073,0.0
0,122000-122076,0.0
0,122000-122097,0.0
0,122000-138180,0.0
0,122015-122022,0.0
0,122015-122073,0.0
0,122015-122076,0.0
0,122015-122097,0.0
0,122015-138180,0.0
0,122022-122073,0.0
0,122022-122076,0.0
0,122022-122097,0.0
0,122022-138180,0.0
0,122073-122076,0.0
0,122073-122097,0.0
0,122073-138180,0.0
0,122076-122097,0.0
0,122076-138180,0.0
0,122097-138180,0.0
0,8350-112817,0.0
0,8439-112143,0.0
0,8439-112162,0.0
0,8439-112307,0.0
0,112143-112162,0.0
0,112143-112307,0.0
0,112162-112307,0.0
0,8439-112178,0.0
0,10286-43623,121.0
0,10286-72242,22.0
0,10286-93993,0.0
0,43623-72242,19.0
0,43623-93993,0.0
0,72242-93993,0.0
0,10286-69845,136.0
0,43623-69845,117.0
0,69845-72242,23.0
0,69845-93993,0.0
0,10286-70190,66.0
0,43623-70190,62.0
0,69845-70190,65.0
0,70190-93993,0.0
0,70190-72242,18.0
0,10994-12318,0.0
0,10994-12601,0.0
0,10994-12694,0.0
0,10994-66607,0.0
0,10994-69799,0.0
0,10994-76286,0.0
0,10994-76289,0.0
0,10994-94183,0.0
0,10994-136992,0.0
0,12318-12601,0.0
0,12318-12694,1.0
0,12318-66607,70.0
0,12318-69799,3.0
0,12318-76286,0.0
0,12318-76289,20.0
0,12318-94183,0.0
0,12318-136992,0.0
0,12601-12694,0.0
0,12601-66607,0.0
0,12601-69799,0.0
0,12601-76286,0.0
0,12601-76289,0.0
0,12601-94183,0.0
0,12601-136992,0.0
0,12694-66607,3.0
0,12694-69799,0.0
0,12694-76286,0.0
0,12694-76289,0.0
0,12694-94183,0.0
0,12694-136992,0.0
0,66607-69799,3.0
0,66607-76286,0.0
0,66607-76289,27.0
0,66607-94183,0.0
0,66607-136992,0.0
0,69799-76286,0.0
0,69799-76289,2.0
0,69799-94183,0.0
0,69799-136992,0.0
0,76286-76289,0.0
0,76286-94183,0.0
0,76286-136992,0.0
0,76289-94183,0.0
0,76289-136992,0.0
0,94183-136992,0.0
0,10994-76292,0.0
0,12318-76292,0.0
0,12694-76292,0.0
0,66607-76292,0.0
0,69799-76292,0.0
0,76286-76292,0.0
0,76289-76292,0.0
0,76292-136992,0.0
0,10994-27147,0.0
0,12601-27147,0.0
0,12601-76292,0.0
0,12694-27147,0.0
0,27147-66607,0.0
0,27147-69799,0.0
0,27147-76286,0.0
0,27147-76289,0.0
0,27147-76292,0.0
0,27147-94183,0.0
0,76292-94183,0.0
0,27147-136992,0.0
0,10994-159850,0.0
0,10994-159862,0.0
0,12694-159850,0.0
0,12694-159862,0.0
0,66607-159850,0.0
0,66607-159862,0.0
0,76289-159850,0.0
0,76289-159862,0.0
0,159850-159862,0.0
0,12601-159850,0.0
0,69799-159850,0.0
0,76286-159850,0.0
0,76292-159850,0.0
0,11023-25260,2.0
0,11023-25813,0.0
0,11023-59924,0.0
0,11023-62429,12.0
0,11023-121857,0.0
0,25260-25813,0.0
0,25260-59924,0.0
0,25260-62429,0.0
0,25260-121857,0.0
0,25813-59924,0.0
0,25813-62429,0.0
0,25813-121857,0.0
0,59924-62429,0.0
0,59924-121857,0.0
0,62429-121857,0.0
0,11023-72124,0.0
0,25260-72124,0.0
0,59924-72124,0.0
0,62429-72124,0.0
0,25813-72124,0.0
0,72124-121857,0.0
0,11219-36462,0.0
0,11219-93936,0.0
0,36462-93936,0.0
0,94183-159850,0.0
0,14646-28417,3.0
0,14646-53754,9.0
0,14646-89948,1.0
0,28417-53754,13.0
0,28417-89948,3.0
0,53754-89948,5.0
0,14646-73605,0.0
0,14646-76122,9.0
0,53754-73605,1.0
0,53754-76122,32.0
0,73605-76122,0.0
0,73605-89948,1.0
0,76122-89948,7.0
0,14646-55565,6.0
0,14646-70172,0.0
0,28417-55565,11.0
0,28417-70172,0.0
0,53754-55565,16.0
0,53754-70172,0.0
0,55565-70172,0.0
0,55565-89948,2.0
0,70172-89948,0.0
0,28417-76122,14.0
0,55565-76122,17.0
0,70172-76122,0.0
0,15048-26292,0.0
0,15048-54939,0.0
0,15048-54976,3.0
0,15048-57392,3.0
0,15048-66169,0.0
0,15048-66193,0.0
0,15048-66277,0.0
0,15048-136485,0.0
0,15048-136731,0.0
0,26292-54939,0.0
0,26292-54976,0.0
0,26292-57392,0.0
0,26292-66169,0.0
0,26292-66193,0.0
0,26292-66277,0.0
0,26292-136485,0.0
0,26292-136731,0.0
0,54939-54976,0.0
0,54939-57392,0.0
0,54939-66169,2.0
0,54939-66193,0.0
0,54939-66277,1.0
0,54939-136485,0.0
0,54939-136731,0.0
0,54976-57392,3.0
0,54976-66169,0.0
0,54976-66193,0.0
0,54976-66277,0.0
0,54976-136485,0.0
0,54976-136731,0.0
0,57392-66169,0.0
0,57392-66193,0.0
0,57392-66277,0.0
0,57392-136485,0.0
0,57392-136731,0.0
0,66169-66193,0.0
0,66169-66277,1.0
0,66169-136485,0.0
0,66169-136731,0.0
0,66193-66277,0.0
0,66193-136485,0.0
0,66193-136731,0.0
0,66277-136485,0.0
0,66277-136731,0.0
0,136485-136731,0.0
0,15048-35826,3.0
0,35826-54976,5.0
0,35826-57392,3.0
0,35826-66169,0.0
0,35826-66193,0.0
0,35826-66277,0.0
0,26292-35826,0.0
0,35826-54939,0.0
0,35826-136731,0.0
0,15567-15574,0.0
0,15574-69458,0.0
0,16059-65556,0.0
0,16059-66751,13.0
0,16059-94675,12.0
0,16059-105637,8.0
0,16059-149787,0.0
0,65556-66751,0.0
0,65556-94675,0.0
0,65556-105637,0.0
0,65556-149787,0.0
0,66751-94675,1.0
0,66751-105637,6.0
0,66751-149787,0.0
0,94675-105637,2.0
0,94675-149787,0.0
0,105637-149787,0.0
0,21387-50838,0.0
0,26292-66157,0.0
0,35826-66157,0.0
0,54939-66157,0.0
0,54976-66157,0.0
0,57392-66157,0.0
0,66157-66169,0.0
0,66157-136731,0.0
0,35826-136485,0.0
0,26292-67280,0.0
0,35826-67280,8.0
0,54939-67280,0.0
0,54976-67280,4.0
0,66277-67280,0.0
0,67280-136731,0.0
0,27191-41680,0.0
0,27191-41802,0.0
0,27191-61275,0.0
0,41680-41802,0.0
0,41680-61275,0.0
0,41802-61275,0.0
0,33389-79068,0.0
0,71054-79068,0.0
0,71296-79068,0.0
0,71054-76127,0.0
0,41213-62955,4.0
0,41213-62960,8.0
0,41213-62961,3.0
0,41213-77082,9.0
0,62955-62960,21.0
0,62955-62961,13.0
0,62955-77082,16.0
0,62960-62961,30.0
0,62960-77082,43.0
0,62961-77082,24.0
0,41781-122043,0.0
0,41781-121998,0.0
0,41781-122016,0.0
0,121998-122016,0.0
0,41781-144205,0.0
0,121998-144205,0.0
0,41781-122025,0.0
0,41781-122054,0.0
0,41781-180397,0.0
0,121998-122025,0.0
0,121998-122054,0.0
0,121998-180397,0.0
0,122025-122054,0.0
0,122025-180397,0.0
0,122054-180397,0.0
0,41781-112817,0.0
0,41781-122097,0.0
0,41781-122004,0.0
0,121998-122004,0.0
0,42594-72805,0.0
0,42594-96378,0.0
0,72805-96378,0.0
0,45367-45380,0.0
0,46396-92484,1.0
0,46396-174123,0.0
0,92484-174123,0.0
0,50668-110554,2.0
0,50668-138645,0.0
0,110554-138645,0.0
0,50668-69877,23.0
0,50668-94313,18.0
0,50668-109889,14.0
0,50668-113130,0.0
0,50668-113181,0.0
0,50668-119013,0.0
0,69877-94313,29.0
0,69877-109889,15.0
0,69877-110554,2.0
0,69877-113130,0.0
0,69877-113181,0.0
0,69877-119013,0.0
0,69877-138645,0.0
0,94313-109889,10.0
0,94313-110554,0.0
0,94313-113130,0.0
0,94313-113181,0.0
0,94313-119013,0.0
0,94313-138645,0.0
0,109889-110554,1.0
0,109889-113130,0.0
0,109889-113181,0.0
0,109889-119013,0.0
0,109889-138645,0.0
0,110554-113130,0.0
0,110554-113181,0.0
0,110554-119013,0.0
0,113130-113181,0.0
0,113130-119013,0.0
0,113130-138645,0.0
0,113181-119013,0.0
0,113181-138645,0.0
0,119013-138645,0.0
0,50668-52242,13.0
0,52242-69877,28.0
0,52242-94313,24.0
0,52242-109889,12.0
0,52242-110554,2.0
0,52242-113130,0.0
0,52242-113181,0.0
0,52242-119013,0.0
0,50679-108620,0.0
0,51714-69425,8.0
0,51714-93293,4.0
0,51714-94196,8.0
0,69425-94196,4.0
0,93293-94196,0.0
0,51894-90277,14.0
0,51894-70270,0.0
0,70270-90277,0.0
0,51894-72892,10.0
0,70270-72892,0.0
0,72892-90277,1.0
0,52242-111712,0.0
0,94313-111712,0.0
0,109889-111712,0.0
0,54539-94073,52.0
0,54539-94123,33.0
0,54539-94205,19.0
0,54539-99497,9.0
0,94073-94123,25.0
0,94073-94205,10.0
0,94073-99497,5.0
0,94123-94205,9.0
0,94123-99497,3.0
0,94205-99497,6.0
0,54539-94061,9.0
0,54539-94079,3.0
0,54539-94083,18.0
0,54539-94168,3.0
0,94061-94079,1.0
0,94061-94083,4.0
0,94061-94168,2.0
0,94079-94083,1.0
0,94079-94168,1.0
0,94083-94168,3.0
0,94079-94205,1.0
0,54539-98666,1.0
0,94061-94073,7.0
0,94061-98666,0.0
0,94061-99497,0.0
0,94073-98666,0.0
0,98666-99497,1.0
0,94061-94205,3.0
0,94073-94079,1.0
0,94123-98666,0.0
0,94073-94168,0.0
0,94079-94123,0.0
0,94079-99497,1.0
0,94123-94168,2.0
0,94168-99497,1.0
0,94168-98666,1.0
0,54539-99307,32.0
0,94061-94123,8.0
0,94061-99307,6.0
0,94123-99307,15.0
0,94205-99307,8.0
0,94073-94083,6.0
0,94073-99307,19.0
0,55298-56671,0.0
0,55298-96315,0.0
0,55298-105741,0.0
0,56671-96315,0.0
0,56671-105741,4.0
0,96315-105741,0.0
0,55298-96119,0.0
0,55298-165638,0.0
0,105741-165638,0.0
0,57522-62925,0.0
0,57522-105879,0.0
0,62925-105879,49.0
0,62925-62930,0.0
0,62930-105879,0.0
0,63919-68096,0.0
0,63919-133516,0.0
0,68096-133516,0.0
0,64678-65220,5.0
0,64756-65165,6.0
0,64756-65174,7.0
0,64756-73294,16.0
0,65354-76382,0.0
0,66554-112128,0.0
0,66554-112148,0.0
0,66554-112178,0.0
0,66554-112305,0.0
0,66554-112307,0.0
0,66554-112316,0.0
0,112128-112148,0.0
0,112128-112178,0.0
0,112128-112305,0.0
0,112128-112307,0.0
0,112128-112316,0.0
0,112148-112178,0.0
0,112148-112305,0.0
0,112148-112307,0.0
0,112148-112316,0.0
0,112178-112305,0.0
0,112178-112307,0.0
0,112178-112316,0.0
0,112305-112307,0.0
0,112305-112316,0.0
0,112307-112316,0.0
0,66554-112315,0.0
0,112305-112315,0.0
0,66554-111953,0.0
0,111953-112178,0.0
0,111953-112305,0.0
0,111953-112307,0.0
0,66554-112162,0.0
0,111953-112128,0.0
0,111953-112162,0.0
0,112128-112162,0.0
0,112162-112178,0.0
0,112162-112305,0.0
0,66554-112143,0.0
0,112128-112143,0.0
0,66745-138748,0.0
0,67488-72805,0.0
0,67488-96378,309.0
0,67488-112707,0.0
0,72805-112707,0.0
0,96378-112707,0.0
0,67488-84786,0.0
0,84786-96378,0.0
0,68561-69564,0.0
0,69454-123725,0.0
0,69454-123770,0.0
0,69454-123804,0.0
0,69454-125495,0.0
0,123725-123770,0.0
0,123725-123804,0.0
0,123725-125495,0.0
0,123770-123804,0.0
0,123770-125495,0.0
0,123804-125495,0.0
0,69588-124217,0.0
0,70747-76876,0.0
0,70971-72157,1.0
0,71293-71296,0.0
0,71293-71726,0.0
0,71293-72157,0.0
0,71293-76127,0.0
0,71293-79068,0.0
0,71293-108163,0.0
0,71296-72157,0.0
0,71296-76127,0.0
0,71726-72157,1.0
0,71726-76127,0.0
0,72157-74644,0.0
0,72157-76127,0.0
0,72157-79068,0.0
0,72157-108163,1.0
0,76127-79068,0.0
0,71293-76213,0.0
0,71054-71726,0.0
0,71555-124038,0.0
0,72236-72910,26.0
0,72236-72805,0.0
0,72236-96378,295.0
0,72236-84786,0.0
0,72805-84786,0.0
0,72906-168398,0.0
0,72906-168471,0.0
0,73312-147218,0.0
0,74338-108620,0.0
0,76876-121494,0.0
0,76876-147218,0.0
0,78267-78406,0.0
0,78267-147218,0.0
0,78406-147218,0.0
0,78267-121494,0.0
0,78406-115145,0.0
0,78406-121494,0.0
0,115145-121494,0.0
0,81935-121494,0.0
0,92141-121741,0.0
0,92141-100800,0.0
0,100800-121741,0.0
0,93300-94045,0.0
0,93300-124038,0.0
0,94045-124038,0.0
0,94163-98808,2.0
0,94163-94166,12.0
0,94358-94378,7.0
0,94378-94403,7.0
0,94378-98425,0.0
0,94378-111675,0.0
0,94403-111675,0.0
0,94378-143180,0.0
0,94372-111675,0.0
0,95774-95833,0.0
0,95774-95840,0.0
0,95774-95936,0.0
0,95774-96414,0.0
0,95774-96897,0.0
0,95774-97024,0.0
0,95774-113572,0.0
0,95833-95840,1.0
0,95833-95936,1.0
0,95833-96414,0.0
0,95833-96897,1.0
0,95833-97024,0.0
0,95833-113572,0.0
0,95840-95936,1.0
0,95840-96414,0.0
0,95840-96897,1.0
0,95840-97024,0.0
0,95840-113572,0.0
0,95936-96414,0.0
0,95936-96897,2.0
0,95936-97024,0.0
0,95936-113572,0.0
0,96414-96897,0.0
0,96414-97024,0.0
0,96414-113572,0.0
0,96897-97024,1.0
0,96897-113572,0.0
0,97024-113572,0.0
0,95774-95846,0.0
0,95774-96888,0.0
0,95846-95936,2.0
0,95846-96888,0.0
0,95846-96897,2.0
0,95846-113572,0.0
0,95936-96888,1.0
0,96888-96897,1.0
0,96888-113572,0.0
0,95814-133890,0.0
0,95832-95936,2.0
0,95832-96888,1.0
0,95832-96897,2.0
0,95832-113572,0.0
0,96186-111102,0.0
0,96186-135247,0.0
0,111102-135247,0.0
0,96194-111102,1.0
0,98108-98121,4.0
0,98108-98123,3.0
0,98108-98132,4.0
0,98108-154334,0.0
0,98108-166593,0.0
0,98108-172997,0.0
0,98121-98123,3.0
0,98121-98132,4.0
0,98121-154334,0.0
0,98121-166593,0.0
0,98121-172997,0.0
0,98123-98132,3.0
0,98123-154334,0.0
0,98123-166593,0.0
0,98123-172997,0.0
0,98132-154334,0.0
0,98132-166593,0.0
0,98132-172997,0.0
0,154334-166593,0.0
0,154334-172997,0.0
0,166593-172997,0.0
0,98121-171701,0.0
0,98123-171701,0.0
0,98132-171701,0.0
0,154334-171701,0.0
0,166593-171701,0.0
0,171701-172997,0.0
0,98121-106471,0.0
0,98121-173022,0.0
0,98123-106471,0.0
0,98123-173022,0.0
0,98132-106471,0.0
0,98132-173022,0.0
0,106471-166593,0.0
0,106471-172997,0.0
0,106471-173022,0.0
0,166593-173022,0.0
0,172997-173022,0.0
0,98123-102589,0.0
0,98123-121363,0.0
0,102589-106471,0.0
0,102589-121363,0.0
0,106471-121363,0.0
0,98678-135359,0.0
0,98678-180562,0.0
0,98678-183227,0.0
0,135359-180562,0.0
0,135359-183227,0.0
0,180562-183227,0.0
0,98781-121741,0.0
0,99403-111285,0.0
0,99403-112543,0.0
0,99403-120346,0.0
0,111285-112543,0.0
0,111285-120346,0.0
0,112543-120346,0.0
0,101167-103207,0.0
0,101167-120790,0.0
0,103207-120790,0.0
0,106452-136375,0.0
0,106452-163708,0.0
0,106452-178916,0.0
0,136375-163708,0.0
0,136375-178916,0.0
0,163708-178916,0.0
0,110554-138648,0.0
0,111953-112143,0.0
0,111953-112315,0.0
0,112143-112305,0.0
0,112143-112315,0.0
0,112162-112315,0.0
0,111953-112142,0.0
0,112142-112162,0.0
0,112142-112305,0.0
0,112142-112307,0.0
0,112128-112315,0.0
0,112307-112315,0.0
0,112128-112142,0.0
0,112142-112143,0.0
0,112142-112315,0.0
0,112143-112178,0.0
0,112178-112315,0.0
0,112142-112178,0.0
0,112817-121998,0.0
0,112817-144205,0.0
0,112817-147596,0.0
0,121998-147596,0.0
0,144205-147596,0.0
0,117405-120265,0.0
0,118819-120931,0.0
0,118819-145961,0.0
0,121494-147218,0.0
0,121998-122043,0.0
0,122043-144205,0.0
0,122054-144205,0.0
0,144205-180397,0.0
0,122004-122054,0.0
0,122016-144205,0.0
0,121998-122014,0.0
0,121998-122015,0.0
0,121998-122022,0.0
0,121998-122023,0.0
0,121998-122034,0.0
0,121998-122039,0.0
0,121998-122040,0.0
0,121998-122042,0.0
0,121998-122073,0.0
0,121998-122076,0.0
0,121998-122097,0.0
0,121998-138180,0.0
0,121998-148793,0.0
0,122004-122014,0.0
0,122004-122015,0.0
0,122004-122016,0.0
0,122004-122022,0.0
0,122004-122023,0.0
0,122004-122025,0.0
0,122004-122034,0.0
0,122004-122039,0.0
0,122004-122040,0.0
0,122004-122042,0.0
0,122004-122043,0.0
0,122004-122073,0.0
0,122004-122076,0.0
0,122004-122097,0.0
0,122004-138180,0.0
0,122004-148793,0.0
0,122014-122015,0.0
0,122014-122016,0.0
0,122014-122022,0.0
0,122014-122023,0.0
0,122014-122025,0.0
0,122014-122034,0.0
0,122014-122039,0.0
0,122014-122040,0.0
0,122014-122042,0.0
0,122014-122043,0.0
0,122014-122073,0.0
0,122014-122076,0.0
0,122014-122097,0.0
0,122014-138180,0.0
0,122014-148793,0.0
0,122015-122016,0.0
0,122015-122023,0.0
0,122015-122025,0.0
0,122015-122034,0.0
0,122015-122039,0.0
0,122015-122040,0.0
0,122015-122042,0.0
0,122015-122043,0.0
0,122015-148793,0.0
0,122016-122022,0.0
0,122016-122023,0.0
0,122016-122025,0.0
0,122016-122034,0.0
0,122016-122039,0.0
0,122016-122040,0.0
0,122016-122042,0.0
0,122016-122043,0.0
0,122016-122073,0.0
0,122016-122076,0.0
0,122016-122097,0.0
0,122016-138180,0.0
0,122016-148793,0.0
0,122022-122023,0.0
0,122022-122025,0.0
0,122022-122034,0.0
0,122022-122039,0.0
0,122022-122040,0.0
0,122022-122042,0.0
0,122022-122043,0.0
0,122022-148793,0.0
0,122023-122025,0.0
0,122023-122034,0.0
0,122023-122039,0.0
0,122023-122040,0.0
0,122023-122042,0.0
0,122023-122043,0.0
0,122023-122073,0.0
0,122023-122076,0.0
0,122023-122097,0.0
0,122023-138180,0.0
0,122023-148793,0.0
0,122025-122034,0.0
0,122025-122039,0.0
0,122025-122040,0.0
0,122025-122042,0.0
0,122025-122043,0.0
0,122025-122073,0.0
0,122025-122076,0.0
0,122025-122097,0.0
0,122025-138180,0.0
0,122025-148793,0.0
0,122034-122039,0.0
0,122034-122040,0.0
0,122034-122042,0.0
0,122034-122043,0.0
0,122034-122073,0.0
0,122034-122076,0.0
0,122034-122097,0.0
0,122034-138180,0.0
0,122034-148793,0.0
0,122039-122040,0.0
0,122039-122042,0.0
0,122039-122043,0.0
0,122039-122073,0.0
0,122039-122076,0.0
0,122039-122097,0.0
0,122039-138180,0.0
0,122039-148793,0.0
0,122040-122042,0.0
0,122040-122043,0.0
0,122040-122073,0.0
0,122040-122076,0.0
0,122040-122097,0.0
0,122040-138180,0.0
0,122040-148793,0.0
0,122042-122043,0.0
0,122042-122073,0.0
0,122042-122076,0.0
0,122042-122097,0.0
0,122042-138180,0.0
0,122042-148793,0.0
0,122043-122073,0.0
0,122043-122076,0.0
0,122043-122097,0.0
0,122043-138180,0.0
0,122043-148793,0.0
0,122073-148793,0.0
0,122076-148793,0.0
0,122097-148793,0.0
0,138180-148793,0.0
0,122000-122004,0.0
0,122000-122014,0.0
0,122000-122016,0.0
0,122000-122018,0.0
0,122000-122023,0.0
0,122000-122025,0.0
0,122000-122034,0.0
0,122000-122039,0.0
0,122000-122040,0.0
0,122000-122042,0.0
0,122000-122043,0.0
0,122000-122044,0.0
0,122000-148793,0.0
0,122004-122018,0.0
0,122004-122044,0.0
0,122014-122018,0.0
0,122014-122044,0.0
0,122015-122018,0.0
0,122015-122044,0.0
0,122016-122018,0.0
0,122016-122044,0.0
0,122018-122022,0.0
0,122018-122023,0.0
0,122018-122025,0.0
0,122018-122034,0.0
0,122018-122039,0.0
0,122018-122040,0.0
0,122018-122042,0.0
0,122018-122043,0.0
0,122018-122044,0.0
